KO	Avg	Std	Std/Avg	#species	#genes	avg-genes-per-species	std	length	%min_0.05	%min_0.1	%min_0.2	%min_0.3	%min_0.4	%min_0.5	mean_cons	med_cons	q1	q2	q3	q4	q5	q6	q7	q8	q9	GC_Max	GC_Min	GC_Mean	GC_Median	GC_Std	GC_MAD	Recall_normByKOtop20	Precision_normByKOtop20	Recall_highestGenes	Precision_highestGenes
K07792	1308.420779	201.407611	0.153932	321.000000	385.000000	1.199377	0.422936	385.000000	3.753000	3.584000	3.503000	3.438000	3.090000	2.397000	0.440000	0.470000	0.002590	0.018100	0.059700	0.384000	0.470000	0.548000	0.641000	0.805000	0.955000	0.680000	0.345000	0.491000	0.506000	0.063500	0.036000	0.891788	0.991391	0.891417	1.000000
K07793	1514.214058	31.108258	0.020544	453.000000	626.000000	1.381898	0.878620	626.000000	2.611000	2.501000	2.416000	2.335000	2.019000	1.493000	0.325000	0.309000	0.001590	0.004790	0.007980	0.019100	0.309000	0.429000	0.517000	0.638000	0.864000	0.736000	0.318000	0.584000	0.611000	0.094300	0.058100	0.897368	0.797179	0.881371	0.953106
K07794	481.486425	44.210649	0.091821	386.000000	442.000000	1.145078	0.438047	442.000000	1.565000	1.257000	1.099000	0.959000	0.671000	0.364000	0.143000	0.020300	0.002260	0.004520	0.009040	0.013500	0.020300	0.040700	0.110000	0.361000	0.479000	0.763000	0.240000	0.593000	0.617000	0.108000	0.057500	0.917823	0.947918	0.778352	1.000000
K07795	979.808717	42.515614	0.043392	371.000000	413.000000	1.113208	0.333877	413.000000	2.728000	2.537000	2.399000	2.283000	1.975000	1.409000	0.305000	0.249000	0.002420	0.004840	0.009680	0.031400	0.249000	0.421000	0.498000	0.600000	0.762000	0.773000	0.328000	0.602000	0.626000	0.087200	0.053600	0.983898	0.908559	0.981030	0.999219
K07798	1455.750000	225.893255	0.155173	442.000000	528.000000	1.194570	0.434527	528.000000	3.799000	3.170000	2.600000	2.265000	1.714000	1.085000	0.090500	0.005680	0.001890	0.001890	0.001890	0.003780	0.005680	0.009460	0.022700	0.066200	0.397000	0.759000	0.231000	0.570000	0.569000	0.096400	0.077600	0.972400	0.915374	0.982189	0.979133
K07799	1271.321083	133.099970	0.104694	454.000000	517.000000	1.138767	0.382445	517.000000	3.023000	2.663000	2.448000	2.280000	2.001000	1.535000	0.171000	0.011600	0.001930	0.001930	0.003860	0.005800	0.011600	0.021200	0.081200	0.441000	0.649000	0.788000	0.325000	0.612000	0.620000	0.081800	0.059700	0.934923	0.939315	0.933218	0.999694
K07803	460.072727	45.826497	0.099607	154.000000	165.000000	1.071429	0.282545	165.000000	4.230000	3.006000	2.800000	2.660000	2.557000	2.175000	0.329000	0.084800	0.012100	0.018100	0.042400	0.078700	0.084800	0.442000	0.600000	0.745000	0.836000	0.760000	0.349000	0.545000	0.535000	0.058500	0.023900	0.909137	0.992610	0.909137	0.993313
K07806	1141.397059	63.733854	0.055838	204.000000	204.000000	1.000000	0.000000	204.000000	5.754000	5.740000	5.656000	5.588000	5.426000	4.955000	0.596000	0.671000	0.004900	0.014700	0.460000	0.573000	0.671000	0.789000	0.931000	0.980000	0.990000	0.698000	0.424000	0.551000	0.545000	0.057200	0.031600	0.964320	0.999410	0.964320	1.000000
K07811	2521.111111	45.481141	0.018040	158.000000	162.000000	1.025316	0.193834	162.000000	15.993000	15.938000	15.783000	15.740000	15.425000	14.358000	0.642000	0.685000	0.006170	0.419000	0.561000	0.617000	0.685000	0.783000	0.895000	0.987000	1.000000	0.673000	0.387000	0.531000	0.552000	0.050100	0.007700	0.981286	0.999075	0.984055	1.000000
K07812	2361.851964	333.754318	0.141310	299.000000	331.000000	1.107023	0.377981	331.000000	7.966000	7.731000	7.462000	7.063000	5.927000	4.498000	0.321000	0.296000	0.003020	0.009060	0.018100	0.030200	0.296000	0.419000	0.513000	0.637000	0.824000	0.764000	0.308000	0.541000	0.517000	0.107000	0.098000	0.924156	0.998635	0.938812	1.000000
K07813	599.013559	47.353783	0.079053	199.000000	295.000000	1.482412	1.009271	295.000000	2.823000	2.501000	2.067000	1.830000	1.250000	0.722000	0.181000	0.040600	0.003380	0.006770	0.013500	0.020300	0.040600	0.111000	0.294000	0.403000	0.528000	0.631000	0.212000	0.330000	0.323000	0.081000	0.051800	0.937951	1.000000	0.937951	1.000000
K07814	1065.007143	159.684123	0.149937	301.000000	420.000000	1.395349	0.765840	420.000000	3.014000	2.740000	2.497000	2.250000	1.621000	1.145000	0.104000	0.007140	0.002380	0.002380	0.002380	0.002380	0.007140	0.011900	0.019000	0.064200	0.433000	0.753000	0.257000	0.539000	0.523000	0.109000	0.093700	0.922130	0.582026	0.979749	0.939096
K07816	671.526699	67.355156	0.100302	411.000000	412.000000	1.002433	0.049326	412.000000	1.951000	1.745000	1.633000	1.587000	1.398000	1.145000	0.422000	0.412000	0.002420	0.007280	0.060600	0.194000	0.412000	0.524000	0.667000	0.854000	0.985000	0.604000	0.267000	0.385000	0.376000	0.055900	0.028000	0.997496	0.981362	0.997496	1.000000
K07821	1091.513514	65.419189	0.059934	111.000000	111.000000	1.000000	0.000000	111.000000	10.207000	10.126000	9.972000	9.936000	9.909000	9.828000	0.748000	0.756000	0.594000	0.630000	0.684000	0.729000	0.756000	0.810000	0.882000	0.972000	0.990000	0.548000	0.381000	0.463000	0.475000	0.031600	0.001810	0.972471	0.998988	0.985568	1.000000
K07862	1220.475564	82.933989	0.067952	530.000000	532.000000	1.003774	0.061371	532.000000	2.453000	2.389000	2.338000	2.266000	1.951000	1.599000	0.444000	0.436000	0.003750	0.007510	0.030000	0.334000	0.436000	0.543000	0.695000	0.907000	0.984000	0.697000	0.318000	0.501000	0.492000	0.090600	0.068900	0.892508	0.996635	0.892508	0.999424
K07979	388.883117	28.758690	0.073952	351.000000	462.000000	1.316239	0.675907	462.000000	1.000000	0.900000	0.831000	0.785000	0.554000	0.363000	0.164000	0.010800	0.002160	0.002160	0.004320	0.006490	0.010800	0.019400	0.129000	0.387000	0.569000	0.785000	0.255000	0.439000	0.404000	0.125000	0.075100	0.992335	0.836642	0.798776	1.000000
K07991	870.754601	186.804218	0.214531	142.000000	163.000000	1.147887	0.444784	163.000000	9.552000	7.582000	5.343000	3.558000	2.006000	1.098000	0.149000	0.061300	0.006130	0.006130	0.012200	0.024500	0.061300	0.110000	0.190000	0.294000	0.417000	0.718000	0.248000	0.440000	0.422000	0.141000	0.117000	0.939255	0.974338	0.939714	1.000000
K08084	539.409449	59.043608	0.109460	372.000000	508.000000	1.365591	0.627921	508.000000	1.905000	1.438000	0.891000	0.590000	0.326000	0.194000	0.099700	0.023600	0.003930	0.005900	0.009840	0.013700	0.023600	0.041300	0.080700	0.165000	0.324000	0.797000	0.272000	0.537000	0.551000	0.120000	0.100000	0.910802	0.950710	0.917800	1.000000
K08092	986.230263	90.218607	0.091478	150.000000	152.000000	1.013333	0.115082	152.000000	6.631000	6.572000	6.572000	6.572000	6.546000	6.118000	0.646000	0.769000	0.006570	0.375000	0.565000	0.690000	0.769000	0.848000	0.901000	0.947000	0.980000	0.665000	0.350000	0.529000	0.534000	0.053700	0.023000	0.994365	1.000000	0.989903	1.000000
K08093	644.283951	37.532543	0.058255	218.000000	243.000000	1.114679	0.360063	243.000000	3.045000	2.707000	2.613000	2.555000	2.156000	1.641000	0.262000	0.041100	0.004110	0.004110	0.008230	0.012300	0.041100	0.316000	0.444000	0.592000	0.777000	0.716000	0.284000	0.436000	0.432000	0.095700	0.083700	0.916909	0.983851	0.982468	1.000000
K08094	569.240854	41.481066	0.072871	297.000000	328.000000	1.104377	0.306265	328.000000	1.987000	1.820000	1.737000	1.597000	1.158000	0.875000	0.272000	0.079200	0.003040	0.006090	0.009140	0.033500	0.079200	0.332000	0.411000	0.551000	0.771000	0.763000	0.253000	0.455000	0.449000	0.094700	0.075800	0.960228	0.998201	0.978568	1.000000
K08137	1384.065000	102.842030	0.074304	192.000000	200.000000	1.041667	0.267494	200.000000	7.260000	7.035000	6.975000	6.975000	6.910000	6.535000	0.638000	0.775000	0.005000	0.085000	0.555000	0.685000	0.775000	0.840000	0.895000	0.960000	0.985000	0.682000	0.259000	0.528000	0.534000	0.075400	0.017700	0.987503	0.993105	0.992348	1.000000
K08151	1235.643917	70.297820	0.056892	311.000000	337.000000	1.083601	0.339954	337.000000	4.243000	4.005000	3.709000	3.427000	2.543000	1.756000	0.275000	0.145000	0.002960	0.005930	0.008900	0.020700	0.145000	0.344000	0.427000	0.534000	0.756000	0.737000	0.311000	0.551000	0.591000	0.128000	0.121000	0.913086	0.950465	0.890575	1.000000
K08152	1237.361538	73.715145	0.059574	123.000000	130.000000	1.056911	0.232619	130.000000	10.500000	10.292000	9.800000	9.461000	8.261000	6.369000	0.459000	0.484000	0.007690	0.038400	0.323000	0.415000	0.484000	0.538000	0.623000	0.753000	0.930000	0.729000	0.264000	0.381000	0.375000	0.057100	0.012100	0.975499	1.000000	0.970225	1.000000
K08153	1187.197368	32.509580	0.027383	185.000000	228.000000	1.232432	0.460419	228.000000	5.478000	5.359000	5.298000	5.122000	4.184000	3.311000	0.461000	0.464000	0.008770	0.021900	0.320000	0.394000	0.464000	0.548000	0.644000	0.793000	0.938000	0.590000	0.258000	0.407000	0.388000	0.069700	0.052400	0.914952	0.997096	0.916099	1.000000
K08154	1196.460526	42.535429	0.035551	227.000000	228.000000	1.004405	0.066372	228.000000	5.745000	5.337000	5.201000	5.197000	5.052000	4.662000	0.506000	0.614000	0.004380	0.026300	0.074500	0.495000	0.614000	0.692000	0.767000	0.877000	0.960000	0.656000	0.248000	0.550000	0.571000	0.071400	0.030300	0.883073	0.985561	0.686309	1.000000
K08156	1195.808554	43.340884	0.036244	664.000000	982.000000	1.478916	0.640165	982.000000	1.357000	1.276000	1.207000	1.149000	1.010000	0.730000	0.258000	0.034600	0.001010	0.002030	0.006100	0.014200	0.034600	0.248000	0.442000	0.556000	0.783000	0.775000	0.301000	0.608000	0.626000	0.100000	0.083200	0.896440	0.935421	0.863732	0.999920
K08159	1181.756757	63.140051	0.053429	295.000000	296.000000	1.003390	0.058222	296.000000	4.192000	4.118000	4.037000	4.006000	3.722000	3.108000	0.531000	0.560000	0.006750	0.027000	0.388000	0.483000	0.560000	0.648000	0.770000	0.932000	0.979000	0.736000	0.382000	0.530000	0.515000	0.079100	0.065100	0.875276	0.999033	0.873953	1.000000
K08161	1199.877049	107.029704	0.089201	281.000000	366.000000	1.302491	0.460156	366.000000	3.519000	3.450000	3.355000	3.273000	2.868000	2.306000	0.465000	0.489000	0.005460	0.019100	0.210000	0.401000	0.489000	0.565000	0.688000	0.844000	0.950000	0.695000	0.357000	0.504000	0.523000	0.070500	0.040900	0.964979	0.915344	0.957900	0.979278
K08162	1208.162437	34.326969	0.028413	196.000000	197.000000	1.005102	0.071429	197.000000	6.142000	6.137000	6.137000	6.137000	6.020000	5.563000	0.612000	0.725000	0.005070	0.020300	0.487000	0.619000	0.725000	0.862000	0.923000	0.954000	0.989000	0.736000	0.291000	0.564000	0.556000	0.057100	0.008270	0.933715	1.000000	0.916281	1.000000
K08163	1176.709924	53.617662	0.045566	131.000000	131.000000	1.000000	0.000000	131.000000	9.099000	9.068000	9.061000	9.030000	8.931000	8.793000	0.676000	0.839000	0.007630	0.381000	0.572000	0.694000	0.839000	0.908000	0.954000	0.977000	0.992000	0.636000	0.318000	0.540000	0.534000	0.035200	0.010200	0.996069	0.999127	0.993103	1.000000
K08167	1513.173034	148.847325	0.098368	323.000000	445.000000	1.377709	0.965105	445.000000	4.011000	3.669000	3.424000	3.240000	2.826000	2.042000	0.284000	0.094300	0.002240	0.004490	0.008980	0.022400	0.094300	0.379000	0.476000	0.577000	0.768000	0.775000	0.306000	0.641000	0.670000	0.099000	0.059100	0.855858	0.975322	0.856889	1.000000
K08169	1389.132468	57.975261	0.041735	302.000000	385.000000	1.274834	0.553421	385.000000	3.958000	3.667000	3.587000	3.535000	3.161000	2.542000	0.480000	0.498000	0.012900	0.044100	0.264000	0.412000	0.498000	0.592000	0.714000	0.844000	0.953000	0.760000	0.398000	0.609000	0.590000	0.083500	0.072600	0.943371	0.994255	0.942069	1.000000
K08177	1236.528497	82.611425	0.066809	491.000000	579.000000	1.179226	0.447734	579.000000	2.542000	2.347000	2.164000	1.984000	1.483000	0.993000	0.263000	0.115000	0.001720	0.003450	0.006900	0.024100	0.115000	0.338000	0.417000	0.516000	0.697000	0.742000	0.322000	0.493000	0.500000	0.103000	0.093800	0.903002	0.989668	0.888570	0.999950
K08178	1251.784615	138.003641	0.110246	193.000000	195.000000	1.010363	0.101532	215.000000	7.837000	6.697000	5.967000	5.641000	5.125000	4.018000	0.224000	0.023200	0.004650	0.004650	0.004650	0.004650	0.023200	0.074400	0.372000	0.530000	0.753000	0.686000	0.312000	0.570000	0.590000	0.076100	0.049600	0.961225	0.972608	0.968045	0.996713
K08191	1321.395753	65.279015	0.049402	346.000000	518.000000	1.497110	0.638152	518.000000	3.117000	2.720000	2.509000	2.420000	2.133000	1.644000	0.230000	0.019300	0.001930	0.001930	0.003860	0.005790	0.019300	0.083000	0.403000	0.544000	0.729000	0.720000	0.344000	0.564000	0.557000	0.077600	0.054200	0.961779	0.965520	0.934405	1.000000
K08194	1323.347490	40.587771	0.030671	227.000000	259.000000	1.140969	0.486495	259.000000	5.729000	5.428000	5.092000	5.000000	4.752000	3.938000	0.427000	0.478000	0.003860	0.011500	0.042400	0.312000	0.478000	0.555000	0.664000	0.803000	0.930000	0.700000	0.312000	0.576000	0.552000	0.082100	0.059400	0.981410	0.996359	0.681196	1.000000
K08195	1337.615044	140.949434	0.105374	231.000000	452.000000	1.956710	1.284637	452.000000	3.480000	3.227000	2.991000	2.889000	2.542000	1.924000	0.308000	0.141000	0.002210	0.004420	0.006630	0.024300	0.141000	0.415000	0.513000	0.626000	0.823000	0.778000	0.374000	0.634000	0.656000	0.085700	0.049100	0.882386	0.937045	0.887412	1.000000
K08217	1275.326316	103.965065	0.081520	235.000000	285.000000	1.212766	0.544442	285.000000	5.810000	5.070000	4.449000	3.624000	2.305000	1.554000	0.177000	0.031500	0.003500	0.007010	0.010500	0.017500	0.031500	0.084200	0.277000	0.368000	0.543000	0.750000	0.252000	0.492000	0.470000	0.121000	0.087300	0.950554	0.904629	0.953304	0.998996
K08218	1395.261468	160.807557	0.115253	808.000000	872.000000	1.079208	0.274778	872.000000	2.194000	1.858000	1.522000	1.347000	1.006000	0.720000	0.097300	0.005730	0.001140	0.001140	0.002290	0.003440	0.005730	0.011400	0.019400	0.083700	0.410000	0.743000	0.265000	0.532000	0.542000	0.123000	0.094900	0.937766	0.963401	0.924546	0.990544
K08219	1138.245902	111.393223	0.097864	181.000000	183.000000	1.011050	0.104825	183.000000	6.306000	6.289000	6.278000	6.278000	6.153000	5.628000	0.508000	0.595000	0.010900	0.010900	0.010900	0.442000	0.595000	0.748000	0.890000	0.972000	0.983000	0.659000	0.459000	0.536000	0.520000	0.037000	0.004350	0.970906	1.000000	0.965914	1.000000
K08223	1201.580398	94.500130	0.078647	613.000000	653.000000	1.065253	0.260059	653.000000	2.104000	1.964000	1.872000	1.773000	1.488000	1.148000	0.224000	0.013700	0.001530	0.003060	0.004590	0.006120	0.013700	0.055100	0.372000	0.526000	0.767000	0.785000	0.277000	0.557000	0.557000	0.102000	0.074900	0.834352	0.943609	0.833046	0.944444
K08224	1235.689474	92.574845	0.074918	555.000000	570.000000	1.027027	0.162308	570.000000	2.426000	2.284000	2.196000	2.100000	1.784000	1.342000	0.265000	0.028000	0.001750	0.003500	0.005260	0.008770	0.028000	0.312000	0.450000	0.585000	0.807000	0.804000	0.232000	0.578000	0.581000	0.112000	0.081800	0.895820	0.978011	0.883406	0.998078
K08225	1255.413793	35.653941	0.028400	170.000000	174.000000	1.023529	0.152025	174.000000	7.419000	7.247000	7.189000	7.189000	7.137000	6.591000	0.531000	0.672000	0.005740	0.011400	0.040200	0.517000	0.672000	0.775000	0.844000	0.908000	0.965000	0.751000	0.418000	0.606000	0.588000	0.050300	0.012700	0.847199	0.999117	0.561756	1.000000
K08227	1199.235000	18.254476	0.015222	200.000000	200.000000	1.000000	0.000000	200.000000	6.130000	6.115000	5.985000	5.970000	5.870000	5.370000	0.640000	0.770000	0.005000	0.125000	0.515000	0.655000	0.770000	0.870000	0.945000	0.975000	0.995000	0.680000	0.401000	0.571000	0.575000	0.042800	0.018700	0.930065	1.000000	0.930065	1.000000
K08234	400.064083	33.900254	0.084737	651.000000	671.000000	1.030722	0.172696	671.000000	0.685000	0.588000	0.582000	0.576000	0.461000	0.336000	0.161000	0.008940	0.001490	0.001490	0.002980	0.004470	0.008940	0.016300	0.047600	0.397000	0.655000	0.757000	0.270000	0.484000	0.489000	0.108000	0.079600	0.990399	0.930971	0.789581	1.000000
K08256	1150.337662	90.933221	0.079049	223.000000	231.000000	1.035874	0.248536	231.000000	5.701000	5.181000	4.909000	4.852000	4.467000	3.575000	0.250000	0.017300	0.004320	0.004320	0.004320	0.008650	0.017300	0.069200	0.450000	0.597000	0.822000	0.801000	0.345000	0.652000	0.674000	0.095300	0.058200	0.970028	0.994600	0.970243	1.000000
K08276	485.501767	68.452778	0.140994	283.000000	283.000000	1.000000	0.000000	283.000000	2.095000	1.865000	1.770000	1.734000	1.551000	1.296000	0.318000	0.084800	0.003530	0.007060	0.014100	0.031800	0.084800	0.424000	0.558000	0.692000	0.855000	0.726000	0.298000	0.515000	0.503000	0.094100	0.048200	0.991382	1.000000	0.964632	1.000000
K08277	401.735294	25.862518	0.064377	102.000000	102.000000	1.000000	0.000000	102.000000	4.872000	3.882000	3.882000	3.882000	3.862000	3.862000	0.640000	0.892000	0.039200	0.058800	0.519000	0.676000	0.892000	0.941000	0.970000	0.990000	1.000000	0.597000	0.404000	0.468000	0.464000	0.030200	0.005050	1.000000	1.000000	1.000000	1.000000
K08279	595.891892	16.043323	0.026923	111.000000	111.000000	1.000000	0.000000	111.000000	5.567000	5.567000	5.378000	5.333000	5.315000	5.270000	0.769000	0.927000	0.144000	0.621000	0.657000	0.891000	0.927000	0.954000	0.972000	0.990000	1.000000	0.689000	0.403000	0.552000	0.551000	0.033100	0.003380	0.985384	1.000000	1.000000	1.000000
K08281	613.570033	53.287119	0.086848	912.000000	921.000000	1.009868	0.098903	921.000000	0.858000	0.758000	0.692000	0.599000	0.454000	0.312000	0.144000	0.007600	0.001080	0.001080	0.002170	0.003250	0.007600	0.017300	0.056400	0.344000	0.534000	0.775000	0.235000	0.566000	0.576000	0.121000	0.084400	0.998228	0.984676	0.980851	0.989597
K08289	1189.860140	65.165897	0.054768	848.000000	858.000000	1.011792	0.108015	858.000000	1.482000	1.410000	1.381000	1.348000	1.132000	0.910000	0.285000	0.034900	0.001160	0.002330	0.004660	0.012800	0.034900	0.341000	0.480000	0.635000	0.898000	0.769000	0.280000	0.564000	0.566000	0.107000	0.086200	0.985297	0.999414	0.983963	1.000000
K08296	497.635659	56.111441	0.112756	1098.000000	1161.000000	1.057377	0.236553	1161.000000	0.683000	0.576000	0.423000	0.302000	0.178000	0.108000	0.071700	0.004300	8.610000e-04	0.001720	0.001720	0.002580	0.004300	0.006890	0.015500	0.068900	0.288000	0.829000	0.231000	0.568000	0.575000	0.123000	0.099700	0.986633	0.982112	0.965810	0.992548
K08297	1142.650000	2.495879	0.002184	120.000000	120.000000	1.000000	0.000000	120.000000	9.525000	9.525000	9.525000	9.525000	9.516000	9.466000	0.873000	0.958000	0.616000	0.841000	0.900000	0.941000	0.958000	0.975000	0.983000	1.000000	1.000000	0.633000	0.402000	0.534000	0.538000	0.033100	0.003490	1.000000	1.000000	1.000000	1.000000
K08298	1222.000000	24.330696	0.019911	116.000000	117.000000	1.008621	0.092848	117.000000	10.923000	10.452000	10.435000	10.410000	10.401000	10.307000	0.788000	0.905000	0.094000	0.623000	0.829000	0.880000	0.905000	0.931000	0.957000	0.982000	0.991000	0.665000	0.415000	0.531000	0.527000	0.035400	0.003280	1.000000	1.000000	0.999478	1.000000
K08299	802.065789	36.544464	0.045563	217.000000	228.000000	1.050691	0.219874	228.000000	4.201000	4.114000	3.535000	3.456000	3.298000	2.894000	0.526000	0.574000	0.008770	0.122000	0.333000	0.491000	0.574000	0.671000	0.754000	0.855000	0.973000	0.768000	0.428000	0.602000	0.588000	0.069300	0.061000	0.912590	0.917305	0.970881	1.000000
K08300	2882.839806	544.824069	0.188989	1232.000000	1236.000000	1.003247	0.056911	1236.000000	4.682000	3.288000	2.046000	1.533000	1.147000	0.811000	0.078200	0.008090	8.090000e-04	0.001610	0.001610	0.004040	0.008090	0.016900	0.036400	0.084900	0.240000	0.779000	0.217000	0.566000	0.584000	0.123000	0.083700	0.806462	0.993876	0.797872	0.996284
K08301	1500.030109	219.674358	0.146447	1096.000000	1096.000000	1.000000	0.000000	1096.000000	1.617000	1.460000	1.360000	1.258000	0.981000	0.731000	0.109000	0.004560	9.120000e-04	0.001820	0.001820	0.002730	0.004560	0.006380	0.010900	0.077500	0.483000	0.757000	0.216000	0.481000	0.483000	0.115000	0.087700	0.965409	0.999510	0.966145	1.000000
K08302	860.280757	19.988130	0.023234	236.000000	317.000000	1.343220	0.616093	317.000000	2.747000	2.728000	2.722000	2.668000	2.413000	2.025000	0.473000	0.507000	0.003150	0.012600	0.022000	0.400000	0.507000	0.608000	0.744000	0.886000	0.974000	0.751000	0.263000	0.499000	0.520000	0.081800	0.012700	0.937509	0.998187	0.996970	1.000000
K08304	1175.235457	105.181146	0.089498	700.000000	722.000000	1.031429	0.182608	722.000000	2.383000	1.979000	1.673000	1.347000	0.990000	0.663000	0.143000	0.016600	0.001380	0.002770	0.004150	0.006920	0.016600	0.033200	0.098300	0.304000	0.498000	0.794000	0.222000	0.562000	0.572000	0.118000	0.088700	0.980250	0.999352	0.976129	1.000000
